2025-09-29 16:27:24 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 🔴 [User 2] AI SIGNAL: SELL | Confidence: 62.1% | Technical indicators suggest sell signal with 62.1% confidence
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 2] Available USDT balance: $1187.50
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 2] Trade validation PASSED - proceeding to execution
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 2] Trade params: Size=$69.06, Position=$0.019457
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 2] EXECUTING TRADE:
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: SOLUSDT
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: SELL
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.019457
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $69.06
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: No
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 62.1%
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 2] ORDER FILLED:
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 928784
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.019384
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $3550.6449
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.0691
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 2] TRADE COMPLETED:
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.00s
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $68.90
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $3550.6449
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.100%
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 2] TRADE SUCCESS: SELL 0.019384 SOLUSDT @ $3550.6449
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 3] ANALYZING ETHUSDT (Test: No)
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟢 [User 3] AI SIGNAL: BUY | Confidence: 61.4% | Technical indicators suggest buy signal with 61.4% confidence
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 3] Available USDT balance: $802.85
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 3] Trade validation PASSED - proceeding to execution
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 3] Trade params: Size=$50.01, Position=$0.021923
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 3] EXECUTING TRADE:
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: ETHUSDT
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: BUY
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.021923
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $50.01
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: Yes
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 61.4%
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 3] ORDER FILLED:
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 673353
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.021662
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $2282.0581
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.0500
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 3] TRADE COMPLETED:
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.20s
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $49.48
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $2282.0581
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.101%
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 3] TRADE SUCCESS: BUY 0.021662 ETHUSDT @ $2282.0581
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 4] ANALYZING ETHUSDT (Test: Yes)
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 🔴 [User 4] AI SIGNAL: SELL | Confidence: 77.9% | Technical indicators suggest sell signal with 77.9% confidence
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 4] Available USDT balance: $4202.95
2025-09-29 21:44:02 | WARNING  | app.services.trading_bot | simulate_trade_execution | ❌ [User 4] TRADE REJECTED: Risk threshold exceeded
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 5] ANALYZING SOLUSDT (Test: No)
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟡 [User 5] AI SIGNAL: HOLD | Confidence: 92.4% | Technical indicators suggest hold signal with 92.4% confidence
2025-09-29 21:44:03 | INFO     | app.services.trading_bot | simulate_trading_cycle | ✅ Trading cycle #10 completed in 66.54s
2025-09-29 21:44:03 | INFO     | app.services.trading_bot | main            | 🛑 Stopping Trading Bot...
2025-09-29 21:44:03 | INFO     | app.services.trading_bot | main            | 🛑 Trading Bot stopped
2025-09-29 22:02:02 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:02:02 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:03:57 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:03:57 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:18:47 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:18:47 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:18:54 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:18:56 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service
2025-09-29 22:19:05 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:19:05 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:19:11 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:19:14 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service
2025-09-29 22:19:16 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:19:16 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:19:24 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:19:26 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service
2025-09-29 22:19:46 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:19:46 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:19:52 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:19:52 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:19:54 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:19:57 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:19:57 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:20:03 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:20:03 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:20:04 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:20:26 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:20:26 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:20:34 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:20:34 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:20:36 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:34:28 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:34:28 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:34:35 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:34:35 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:34:37 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:35:18 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:35:18 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:35:26 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:35:26 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:35:29 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:43:19 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:43:19 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:43:27 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:43:27 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:43:29 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:44:52 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:44:52 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:44:59 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:44:59 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:45:01 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:45:03 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:45:03 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:45:10 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:45:10 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:45:12 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:45:13 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:45:13 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:45:21 | INFO     | app.services.trading_bot | __init__        | 🔧 Using REAL Binance service
2025-09-29 22:45:21 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:45:21 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:45:23 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:45:23 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:45:23 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:45:30 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:45:30 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:45:33 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:45:43 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:45:43 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:45:50 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:45:50 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:45:53 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:46:00 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:46:00 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:46:07 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:46:07 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:46:09 | ERROR    | app.services.trading_bot | initialize      | ❌ Failed to initialize Binance service - Trading Bot will not start!
2025-09-29 22:46:47 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:46:47 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | __init__        | 🧪 Using MOCK Binance service - All trades are simulated!
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | ✅ Binance service initialized successfully
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | 🧠 Initializing AI Analyzer...
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | ✅ AI Analyzer ready
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | 🛡️  Initializing Risk Manager...
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | ✅ Risk Manager ready
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | 🌐 WebSocket Manager ready
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | initialize      | 🤖 Trading Bot initialized successfully
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | start           | 🔄 Trading loop task created and started!
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | start           | ⏰ Daily reset task created and started!
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | start           | 🚀 Trading Bot started and running!
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | start           | ⚡ You should see trading cycle logs every 60 seconds
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #1 at 22:46:52
2025-09-29 22:46:52 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:46:52). Next check in 1 minute.
2025-09-29 22:46:52 | ERROR    | app.services.trading_bot | daily_reset_task | ❌ Error in daily reset task: module 'asyncio' has no attribute 'timedelta'
2025-09-29 22:47:52 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #2 at 22:47:52
2025-09-29 22:47:52 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:47:52). Next check in 1 minute.
2025-09-29 22:48:47 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:48:47 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | __init__        | 🧪 Using MOCK Binance service - All trades are simulated!
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | ✅ Binance service initialized successfully
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | 🧠 Initializing AI Analyzer...
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | ✅ AI Analyzer ready
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | 🛡️  Initializing Risk Manager...
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | ✅ Risk Manager ready
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | 🌐 WebSocket Manager ready
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | initialize      | 🤖 Trading Bot initialized successfully
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | start           | 🔄 Trading loop task created and started!
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | start           | ⏰ Daily reset task created and started!
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | start           | 🚀 Trading Bot started and running!
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | start           | ⚡ You should see trading cycle logs every 60 seconds
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #1 at 22:48:52
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:48:52). Next check in 1 minute.
2025-09-29 22:48:52 | ERROR    | app.services.trading_bot | daily_reset_task | ❌ Error in daily reset task: module 'asyncio' has no attribute 'timedelta'
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:48:52 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:48:58 | INFO     | app.services.trading_bot | __init__        | 🧪 Using MOCK Binance service - All trades are simulated!
2025-09-29 22:48:58 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:48:58 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:48:58 | INFO     | app.services.trading_bot | initialize      | ✅ Binance service initialized successfully
2025-09-29 22:48:58 | INFO     | app.services.trading_bot | initialize      | 🧠 Initializing AI Analyzer...
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | initialize      | ✅ AI Analyzer ready
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | initialize      | 🛡️  Initializing Risk Manager...
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | initialize      | ✅ Risk Manager ready
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | initialize      | 🌐 WebSocket Manager ready
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | initialize      | 🤖 Trading Bot initialized successfully
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | start           | 🔄 Trading loop task created and started!
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | start           | ⏰ Daily reset task created and started!
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | start           | 🚀 Trading Bot started and running!
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | start           | ⚡ You should see trading cycle logs every 60 seconds
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #1 at 22:48:59
2025-09-29 22:48:59 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:48:59). Next check in 1 minute.
2025-09-29 22:48:59 | ERROR    | app.services.trading_bot | daily_reset_task | ❌ Error in daily reset task: module 'asyncio' has no attribute 'timedelta'
2025-09-29 22:49:59 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #2 at 22:49:59
2025-09-29 22:49:59 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:49:59). Next check in 1 minute.
2025-09-29 22:50:59 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #3 at 22:50:59
2025-09-29 22:50:59 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:50:59). Next check in 1 minute.
2025-09-29 22:51:59 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #4 at 22:51:59
2025-09-29 22:51:59 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:51:59). Next check in 1 minute.
2025-09-29 22:52:59 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #5 at 22:52:59
2025-09-29 22:52:59 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:52:59). Next check in 1 minute.
2025-09-29 22:53:10 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:53:10 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | __init__        | 🧪 Using MOCK Binance service - All trades are simulated!
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | ✅ Binance service initialized successfully
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | 🧠 Initializing AI Analyzer...
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | ✅ AI Analyzer ready
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | 🛡️  Initializing Risk Manager...
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | ✅ Risk Manager ready
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | 🌐 WebSocket Manager ready
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | initialize      | 🤖 Trading Bot initialized successfully
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | start           | 🔄 Trading loop task created and started!
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | start           | ⏰ Daily reset task created and started!
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | start           | 🚀 Trading Bot started and running!
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | start           | ⚡ You should see trading cycle logs every 60 seconds
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #1 at 22:53:16
2025-09-29 22:53:16 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:53:16). Next check in 1 minute.
2025-09-29 22:53:16 | ERROR    | app.services.trading_bot | daily_reset_task | ❌ Error in daily reset task: module 'asyncio' has no attribute 'timedelta'
2025-09-29 22:53:50 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:53:50 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:54:01 | INFO     | app.services.trading_bot | __init__        | 🔧 Using REAL Binance service
2025-09-29 22:54:01 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:54:01 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | initialize      | ✅ Binance service initialized successfully
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | initialize      | 🧠 Initializing AI Analyzer...
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | initialize      | ✅ AI Analyzer ready
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | initialize      | 🛡️  Initializing Risk Manager...
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | initialize      | ✅ Risk Manager ready
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | initialize      | 🌐 WebSocket Manager ready
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | initialize      | 🤖 Trading Bot initialized successfully
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | start           | 🔄 Trading loop task created and started!
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | start           | ⏰ Daily reset task created and started!
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | start           | 🚀 Trading Bot started and running!
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | start           | ⚡ You should see trading cycle logs every 60 seconds
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #1 at 22:54:03
2025-09-29 22:54:03 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:54:03). Next check in 1 minute.
2025-09-29 22:54:03 | ERROR    | app.services.trading_bot | daily_reset_task | ❌ Error in daily reset task: module 'asyncio' has no attribute 'timedelta'
2025-09-29 22:55:03 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #2 at 22:55:03
2025-09-29 22:55:03 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:55:03). Next check in 1 minute.
2025-09-29 22:56:03 | INFO     | app.services.trading_bot | trading_loop    | 🔄 Starting trading cycle #3 at 22:56:03
2025-09-29 22:56:03 | INFO     | app.services.trading_bot | trading_loop    | ⏰ Outside trading hours (22:56:03). Next check in 1 minute.
2025-09-29 22:56:37 | INFO     | app.services.trading_bot | stop            | 🛑 Stopping Trading Bot...
2025-09-29 22:56:37 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 22:56:44 | INFO     | app.services.trading_bot | __init__        | 🔧 Using REAL Binance service
2025-09-29 22:56:44 | INFO     | app.services.trading_bot | initialize      | 🔧 Initializing Trading Bot services...
2025-09-29 22:56:44 | INFO     | app.services.trading_bot | initialize      | 📡 Connecting to Binance API...
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | initialize      | ✅ Binance service initialized successfully
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | initialize      | 🧠 Initializing AI Analyzer...
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | initialize      | ✅ AI Analyzer ready
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | initialize      | 🛡️  Initializing Risk Manager...
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | initialize      | ✅ Risk Manager ready
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | initialize      | 🌐 WebSocket Manager ready
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | initialize      | 🤖 Trading Bot initialized successfully
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | start           | 🔄 Trading loop task created and started!
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | start           | ⏰ Daily reset task created and started!
2025-09-29 22:56:45 | INFO     | app.services.trading_bot | start           | 🚀 Trading Bot started and running!
